,zone,room,bathroom,floor,t_floors,area,area_unit,area_type,furnishing,facing,power_backup,available_from,contact,rent
3594,East Delhi,1,,,,400.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 17,100"
3595,East Delhi,1,,,,400.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,Price on Request
3596,East Delhi,2,1,,,649.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,400"
3597,East Delhi,2,1,,,720.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 19,000"
3598,East Delhi,2,,,,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 23,700"
3599,East Delhi,2,,,,740.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 24,200"
3600,East Delhi,1,,,,436.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 16,700"
3601,East Delhi,2,,,,702.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 16,000"
3602,East Delhi,1,,,,400.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 17,700"
3603,East Delhi,2,,,,740.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 23,900"
3604,East Delhi,2,,,,770.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 15,900"
3605,East Delhi,2,1,,,629.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,200"
3606,East Delhi,1,,,,438.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 16,600"
3607,West Delhi,1,2,,,625.0,Sq.Ft.,Built-up Area,Unfurnished,,No Back-up,Immediately,Contact Agent,"₹ 13,000"
3608,East Delhi,2,,,,636.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 15,000"
3609,East Delhi,1,1,,,456.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 15,450"
3610,East Delhi,2,,,,628.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
3611,East Delhi,2,,,,466.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 18,500"
3612,East Delhi,2,,,,740.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 26,800"
3613,East Delhi,1,1,,,478.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,400"
3614,East Delhi,2,,,,982.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 19,100"
3615,East Delhi,2,,,,700.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,800"
3616,East Delhi,2,,,,500.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,800"
3617,East Delhi,2,1,,,866.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 22,740"
3618,East Delhi,1,,,,720.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 14,800"
3619,East Delhi,2,1,,,500.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 24,000"
3620,East Delhi,2,,,,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 23,200"
3621,East Delhi,2,1,,,836.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 20,550"
3622,East Delhi,2,,,,944.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 15,600"
3623,East Delhi,2,1,,,730.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 19,250"
3624,East Delhi,3,1,,,1378.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
3625,East Delhi,2,,,,456.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 15,200"
3626,East Delhi,2,,,,600.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 18,000"
3627,East Delhi,2,,,,770.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 17,100"
3628,East Delhi,2,,,,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,900"
3629,East Delhi,2,,,,753.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 16,300"
3630,East Delhi,2,1,,,1201.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 24,450"
3631,,1.5,,,,785.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 19,200"
3632,East Delhi,2,1,,,700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,800"
3633,East Delhi,2,,,,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 24,700"
3634,East Delhi,2,,,,500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
3635,East Delhi,2,,,,500.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 18,100"
3636,East Delhi,2,,,,829.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,770"
3637,West Delhi,1,2,,,654.0,Sq.Ft.,Built-up Area,Unfurnished,,No Back-up,Immediately,Contact Agent,"₹ 13,000"
3638,East Delhi,1,1,,,585.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 16,340"
3639,East Delhi,3,1,,,1299.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
3640,East Delhi,3,1,,,1439.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
3641,East Delhi,3,1,,,1445.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,Price on Request
3642,East Delhi,2,1,,,999.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,"₹ 18,000"
3643,Dwarka,3,3,4,8,1600.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 46,000"
3644,,3,3,5,7,1550.0,Sq.Ft.,Built-up Area,Semi-Furnished,West,Available,Immediately,Contact Agent,"₹ 40,000"
3645,Dwarka,3,3,5,9,1650.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 45,000"
3646,West Delhi,3,2,1,3,125.0,Sq.Yd.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 50,000"
3647,South Delhi,1,,,,803.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
3648,East Delhi,1,,,,400.0,Sq.Ft.,Built-up Area,Unfurnished,,,Immediately,Contact Agent,Price on Request
3649,Dwarka,2,,,,700.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,300"
3650,West Delhi,1,2,,,769.0,Sq.Ft.,Built-up Area,Unfurnished,,No Back-up,Immediately,Contact Agent,"₹ 13,000"
3651,East Delhi,2,2,,,110.0,Sq.Yd.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 25,000"
3652,East Delhi,3,3,,,1635.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 55,600"
3653,East Delhi,3,,,,190.0,Sq.Yd.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 50,400"
3654,South Delhi,2,2,3,,1000.0,Sq.Ft.,Built-up Area,Furnished,,Available,Immediately,Contact Agent,"₹ 29,000"
3655,,2,2,,,870.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 28,700"
3656,East Delhi,2.5,2,6,10,1250.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 40,000"
3657,East Delhi,1 Rk,1,2,4,450.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 21,500"
3658,North Delhi,3.5,2,3,3,1050.0,Sq.Ft.,Built-up Area,Furnished,South East,Available,Immediately,Contact Agent,"₹ 30,500"
3659,North Delhi,2.5,2,3,3,850.0,Sq.Ft.,Built-up Area,Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 35,000"
3660,South Delhi,3,2,1,1,1640.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 65,650"
3661,South Delhi,4,4,1,4,4000.0,Sq.Ft.,Built-up Area,Unfurnished,North East,Available,Immediately,Contact Agent,₹ 1.45 L
3662,South Delhi,3,3,G,,160.0,Sq.Yd.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 2.80 L
3663,East Delhi,3,2,2,4,1250.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 35,000"
3664,West Delhi,3,3,14,24,1756.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 62,000"
3665,Dwarka,4,2,8,10,1612.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 40,000"
3666,,2,2,6,8,1400.0,Sq.Ft.,Built-up Area,Furnished,North West,No Back-up,Immediately,Contact Agent,"₹ 40,000"
3667,Dwarka,3,2,8,10,1800.0,Sq.Ft.,Built-up Area,Unfurnished,North West,Available,Immediately,Contact Agent,"₹ 45,000"
3668,South Delhi,3,2,Second Floor,3th Floor,1050.0,Sq.Ft.,Built-up Area,Unfurnished,East,Available,Immediately,Contact Agent,"₹ 55,000"
3669,South Delhi,2,2,FIRST FLOOR,3,900.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Owner,"₹ 20,000"
3670,East Delhi,3,3,1st,5th,1500.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 48,000"
3671,North Delhi,2,2,1,3,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 30,000"
3672,South Delhi,2,2,,,800.0,Sq.Ft.,Built-up Area,Furnished,East,,,Contact Agent,"₹ 90,000"
3673,South Delhi,2,2,2,4,900.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 20,000"
3674,South Delhi,1,1,,,401.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 15,000"
3675,West Delhi,1,1,,,400.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 15,500"
3676,,1,,,,452.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 10,000"
3677,South Delhi,2,,3,4,1150.0,Sq.Ft.,Carpet Area,Semi-Furnished,East,,,Contact Agent,"₹ 35,000"
3678,West Delhi,1,2,1,4,300.0,Sq.Ft.,Built-up Area,Furnished,West,Available,Immediately,Contact Agent,"₹ 17,000"
3679,West Delhi,2,2,20,40,1732.0,Sq.Ft.,Built-up Area,Semi-Furnished,,Available,Immediately,Contact Us,"₹ 85,000"
3680,South Delhi,2,2,1,5,700.0,Sq.Ft.,Carpet Area,Unfurnished,,,Immediately,Contact Us,"₹ 18,000"
3681,East Delhi,2,2,Ground,3,800.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 30,000"
3682,East Delhi,2,2,2,3,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 28,000"
3683,South Delhi,2,1,1,3,800.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 35,000"
3684,East Delhi,3,1,,,1456.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 20,850"
3685,North Delhi,1,,,,365.0,Sq.Ft.,Saleable Area,Semi-Furnished,,No Back-up,,Contact Agent,"₹ 14,500"
3686,West Delhi,3,3,5th floor,multi Store,1500.0,Sq.Ft.,Built-up Area,Unfurnished,East,Available,Immediately,Contact Agent,"₹ 45,000"
3687,,2,3,,,855.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,500"
3688,West Delhi,1,1,2,4,450.0,Sq.Ft.,Saleable Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 12,000"
3689,West Delhi,3,2,First Floor,,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,,Immediately,Contact Agent,"₹ 30,000"
3690,Dwarka,4,4,1st,3,1650.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,No Back-up,Immediately,Contact Agent,Price on Request
3691,West Delhi,3,3,16,27,1750.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,"₹ 80,000"
3692,North Delhi,1.5,1,2,3,900.0,Sq.Ft.,Built-up Area,Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 23,000"
3693,North Delhi,3,2,1,4,1500.0,Sq.Ft.,Built-up Area,Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 50,000"
3694,South Delhi,3,3,1,4,1590.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 56,000"
3695,South Delhi,Studio,1,3,4,369.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,Price on Request
3696,Central Delhi,4,4,4,4,2275.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,Price on Request
3697,,2,2,,,870.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 28,700"
3698,East Delhi,2.5,2,6,10,1250.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 40,000"
3699,Dwarka,3,2,1,4,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 27,000"
3700,Dwarka,3.5,3,1,4,1900.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,Available,Immediately,Contact Agent,"₹ 45,000"
3701,West Delhi,3,2,First Floor,,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,,Immediately,Contact Agent,"₹ 30,000"
3702,South Delhi,3,3,ground,3,1800.0,Sq.Ft.,Built-up Area,Unfurnished,North,Available,Immediately,Contact Agent,"₹ 80,000"
3703,South Delhi,2,2,8,10,800.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,"₹ 30,000"
3704,South Delhi,2,2,,,579.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 25,000"
3705,East Delhi,2,,,,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 24,200"
3706,South Delhi,1.5,2,4,1,580.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 18,500"
3707,West Delhi,2,1,,,100.0,Sq.Yd.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 16,000"
3708,South Delhi,2,2,,,1254.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 46,500"
3709,East Delhi,2,2,3,3,750.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 16,500"
3710,South Delhi,2,2,,,935.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 29,600"
3711,South Delhi,2,2,,,958.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 44,900"
3712,West Delhi,3,3,,26,1684.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Us,"₹ 55,000"
3713,East Delhi,1,1,2nd,3,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 20,000"
3714,South Delhi,1 Rk,1,1,4,450.0,Sq.Ft.,Built-up Area,Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 13,500"
3715,North Delhi,2,2,3,3,1000.0,Sq.Ft.,Built-up Area,Unfurnished,West,No Back-up,Immediately,Contact Agent,"₹ 30,000"
3716,South Delhi,1,1,2,6,540.0,Sq.Ft.,Built-up Area,Furnished,North West,No Back-up,Immediately,Contact Agent,"₹ 16,400"
3717,North Delhi,2,2,2,3,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 22,000"
3718,North Delhi,3,2,9,10,1350.0,Sq.Ft.,Built-up Area,Semi-Furnished,North,Available,Immediately,Contact Agent,"₹ 40,000"
3719,East Delhi,2,,,,640.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 20,000"
3720,South Delhi,2,2,1st,4,750.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 20,000"
3721,North Delhi,2,1,1,3,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 19,000"
3722,West Delhi,2,2,1,4,800.0,Sq.Ft.,Built-up Area,Unfurnished,East,Available,Immediately,Contact Agent,"₹ 20,000"
3723,South Delhi,2,2,04,05,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,South East,No Back-up,Immediately,Contact Agent,"₹ 20,000"
3724,West Delhi,2,2,20,40,1732.0,Sq.Ft.,Built-up Area,Semi-Furnished,,Available,Immediately,Contact Us,"₹ 85,000"
3725,South Delhi,2,2,,,800.0,Sq.Ft.,Built-up Area,Furnished,East,,,Contact Agent,"₹ 90,000"
3726,South Delhi,2,2,2,4,900.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 20,000"
3727,South Delhi,1.5,1,ground floor,2,500.0,Sq.Ft.,Built-up Area,Furnished,South,Available,Immediately,Contact Agent,"₹ 28,000"
3728,Dwarka,2,,,,924.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 16,000"
3729,,2,3,,,855.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 22,500"
3730,West Delhi,1,1,2,4,450.0,Sq.Ft.,Saleable Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 12,000"
3731,East Delhi,1,1,,,611.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 15,500"
3732,Central Delhi,1,,,,480.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,,Contact Agent,"₹ 50,008"
3733,East Delhi,1,,,,885.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 11,600"
3734,North Delhi,2,2,1,3,950.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 30,000"
3735,South Delhi,3,3,1,3,150.0,Sq.Yd.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 60,000"
3736,East Delhi,1,1,Ground,3,400.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,"₹ 15,000"
3737,North Delhi,2,1,1,4,450.0,Sq.Ft.,Built-up Area,Semi-Furnished,South,No Back-up,Immediately,Contact Agent,Price on Request
3738,North Delhi,2,2,2,3,104.0,Sq.Yd.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Owner,Price on Request
3739,West Delhi,2,1,,,1265.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 42,000"
3740,North Delhi,2,1,7,,536.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,Price on Request
3741,South Delhi,2,2,4,4,800.0,Sq.Ft.,Built-up Area,Semi-Furnished,,No Back-up,Immediately,Contact Agent,"₹ 38,000"
3742,East Delhi,1,1,,,620.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 15,800"
3743,North Delhi,5,4,6,10,250.0,Sq.Yd.,Built-up Area,Semi-Furnished,East,No Back-up,Immediately,Contact Agent,"₹ 90,000"
3744,East Delhi,2,2,4,7,1000.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 30,000"
3745,South Delhi,4,4,1,2,2800.0,Sq.Ft.,Built-up Area,Semi-Furnished,North West,Available,Immediately,Contact Agent,₹ 1.5 L
3746,North Delhi,2,2,4,4,80.0,Sq.Yd.,Built-up Area,Furnished,South East,Available,Immediately,Contact Agent,Price on Request
3747,West Delhi,1,1,,,340.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 12,500"
3748,East Delhi,2,2,,,900.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,"₹ 25,000"
3749,Central Delhi,,2,17,,741.0,Sq.Ft.,Carpet Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,"₹ 65,000"
3750,South Delhi,1 Rk,1,,,468.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.56 L
3751,South Delhi,3,3,3,4,1800.0,Sq.Ft.,Built-up Area,Furnished,East,No Back-up,Immediately,Contact Agent,₹ 1.25 L
3752,East Delhi,2,,,,530.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 12,800"
3753,Dwarka,4,4,5,8,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 75,000"
3754,South Delhi,2,,,,800.0,Sq.Ft.,Saleable Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 15,600"
3755,West Delhi,3.5,3,003,004,1450.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 45,000"
3756,Central Delhi,2,2,,,1040.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,Price on Request
3757,South Delhi,2,2,,,958.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 45,600"
3758,West Delhi,2,,,,928.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 16,000"
3759,West Delhi,1,1,,,340.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 12,500"
3760,East Delhi,2,,,,530.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,"₹ 12,800"
3761,Dwarka,4,4,5,8,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,"₹ 75,000"
3762,South Delhi,1,,,,418.0,Sq.Ft.,Built-up Area,Semi-Furnished,,Available,,Contact Agent,"₹ 14,500"
3763,East Delhi,2,1,,,950.0,Sq.Ft.,Built-up Area,Unfurnished,East,No Back-up,Immediately,Contact Agent,"₹ 15,000"
3764,West Delhi,3,2,third,4,1000.0,Sq.Ft.,Built-up Area,Furnished,East,,,Contact Agent,"₹ 35,000"
3765,South Delhi,1,1,2,4,500.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,No Back-up,Immediately,Contact Agent,"₹ 15,000"
3766,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 1.1 L
3767,South Delhi,4,4,second floor,4TH FLOOR,3600.0,Sq.Ft.,Built-up Area,Furnished,East,Available,Immediately,Contact Agent,₹ 2.7 L
3768,South Delhi,4,5,BASMENT AND GROUND FLOOR,4TH FLOOR,3600.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 3.5 L
3769,South Delhi,3,3,first floor,4THFLOOR,3000.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 3.4 L
3770,South Delhi,5,5,BASTMENT+GROUND+FIRST+SECOND+TERRS,4TH FLOOR,6000.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 10 L
3771,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,7200.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,,Contact Agent,₹ 2.65 L
3772,South Delhi,2,2,FIRST FLOOR,SECOND FLOOR,2000.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 2.5 L
3773,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,3600.0,Sq.Ft.,Built-up Area,Furnished,North East,Available,Immediately,Contact Agent,₹ 3.25 L
3774,South Delhi,3,3,SECOND FLOOR,4TH FLOOR,2250.0,Sq.Ft.,Saleable Area,Furnished,North East,No Back-up,Immediately,Contact Agent,₹ 1.25 L
3775,South Delhi,3,3,FIRST FLOOR,4TH FLOOR,2200.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,₹ 1.5 L
3776,South Delhi,4,4,SECOND FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.85 L
3777,South Delhi,4,4,DECOND FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,Available,Immediately,Contact Agent,₹ 2.95 L
3778,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,3600.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 2.5 L
3779,South Delhi,4,4,FIRST FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 1.9 L
3780,South Delhi,3.5,4,FIRST FLOOR,4TH FLOOR,3000.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,₹ 2 L
3781,South Delhi,4,4,SECOND FLOOR,4TH FLOOR,3200.0,Sq.Ft.,Built-up Area,Semi-Furnished,East,,Immediately,Contact Agent,₹ 2.35 L
3782,South Delhi,3,3,FIRST FLOR,4TH FLOOR,2000.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 1.5 L
3783,South Delhi,4,4,SECOND FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,₹ 3.5 L
3784,South Delhi,3.5,4,FIRST FLOOR,4TH FLOOR,2700.0,Sq.Ft.,Built-up Area,Furnished,East,,Immediately,Contact Agent,₹ 3.5 L
3785,South Delhi,Studio,1,FIRST FLOOR,4TH FLOOR,400.0,Sq.Ft.,Built-up Area,Furnished,,,Immediately,Contact Agent,"₹ 30,000"
3786,South Delhi,2,3,FIRST FLOOR,4TH FLOOR,2500.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 2 L
3787,South Delhi,4,4,GROUND FLOOR,4TH FLOOR,4500.0,Sq.Ft.,Built-up Area,Semi-Furnished,,,Immediately,Contact Agent,₹ 4 L
3788,South Delhi,3,3,second floor,4th floor,2850.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 2.5 L
3789,South Delhi,5,5,upper ground floor,4th floor,7200.0,Sq.Ft.,Built-up Area,Semi-Furnished,North East,Available,Immediately,Contact Agent,₹ 8 L
